demand(kWh)
7724.570476
7209.59911
7209.59911
6900.616291
7209.59911
7724.570476
13389.25549
16479.08368
14419.19822
12359.31276
10814.39867
11329.37003
12359.31276
12874.28413
10299.4273
10299.4273
11329.37003
12359.31276
14419.19822
16994.05505
18023.99778
15449.14095
12359.31276
8239.541841
9569.036674
8931.100896
8931.100896
8548.339429
8931.100896
9569.036674
16586.33024
20413.9449
17862.20179
15310.45868
13396.65134
14034.58712
15310.45868
15948.39446
12758.71557
12758.71557
14034.58712
15310.45868
17862.20179
21051.88068
22327.75224
19138.07335
15310.45868
10206.97245
8494.252166
7927.968689
7927.968689
7588.198602
7927.968689
8494.252166
14723.37042
18121.07129
15855.93738
13590.80347
11891.95303
12458.23651
13590.80347
14157.08694
11325.66956
11325.66956
12458.23651
13590.80347
15855.93738
18687.35477
19819.92172
16988.50433
13590.80347
9060.535644
9035.111599
8432.770826
8432.770826
8071.366362
8432.770826
9035.111599
15660.8601
19274.90474
16865.54165
14456.17856
12649.15624
13251.49701
14456.17856
15058.51933
12046.81547
12046.81547
13251.49701
14456.17856
16865.54165
19877.24552
21081.92706
18070.2232
14456.17856
9637.452372
8307.030603
7753.228563
7753.228563
7420.947339
7753.228563
8307.030603
14398.85305
17721.66529
15506.45713
13291.24897
11629.84284
12183.64489
13291.24897
13845.05101
11076.0408
11076.0408
12183.64489
13291.24897
15506.45713
18275.46733
19383.07141
16614.06121
13291.24897
8860.832644
8639.869633
8063.878324
8063.878324
7718.283539
8063.878324
8639.869633
14975.77403
18431.72188
16127.75665
13823.79141
12095.81749
12671.80879
13823.79141
14399.78272
11519.82618
11519.82618
12671.80879
13823.79141
16127.75665
19007.71319
20159.69581
17279.73927
13823.79141
9215.860942
10713.16387
9998.952941
9998.952941
9570.426386
9998.952941
10713.16387
18569.48403
22854.74958
19997.90588
17141.06218
14998.42941
15712.64034
17141.06218
17855.27311
14284.21849
14284.21849
15712.64034
17141.06218
19997.90588
23568.9605
24997.38235
21426.32773
17141.06218
11427.37479
10359.525
9668.889997
9668.889997
9254.508998
9668.889997
10359.525
17956.51
22100.31999
19337.77999
16575.24
14503.335
15193.97
16575.24
17265.875
13812.7
13812.7
15193.97
16575.24
19337.77999
22790.95499
24172.22499
20719.04999
16575.24
11050.16
9974.680172
9309.701494
9309.701494
8910.714287
9309.701494
9974.680172
17289.44563
21279.3177
18619.40299
15959.48828
13964.55224
14629.53092
15959.48828
16624.46695
13299.57356
13299.57356
14629.53092
15959.48828
18619.40299
21944.29638
23274.25374
19949.36034
15959.48828
10639.65885
9960.816012
9296.761611
9296.761611
8898.328971
9296.761611
9960.816012
17265.41442
21249.74083
18593.52322
15937.30562
13945.14242
14609.19682
15937.30562
16601.36002
13281.08802
13281.08802
14609.19682
15937.30562
18593.52322
21913.79523
23241.90403
19921.63202
15937.30562
10624.87041
8577.460281
8005.629595
8005.629595
7662.531184
8005.629595
8577.460281
14867.59782
18298.58193
16011.25919
13723.93645
12008.44439
12580.27508
13723.93645
14295.76713
11436.61371
11436.61371
12580.27508
13723.93645
16011.25919
18870.41262
20014.07399
17154.92056
13723.93645
9149.290966
7939.523993
7410.222394
7410.222394
7092.641434
7410.222394
7939.523993
13761.84159
16937.65119
14820.44479
12703.23839
11115.33359
11644.63519
12703.23839
13232.53999
10586.03199
10586.03199
11644.63519
12703.23839
14820.44479
17466.95279
18525.55598
15879.04799
12703.23839
8468.825593
8799.350907
8212.727513
8212.727513
7860.753477
8212.727513
8799.350907
15252.20824
18771.9486
16425.45503
14078.96145
12319.09127
12905.71466
14078.96145
14665.58484
11732.46788
11732.46788
12905.71466
14078.96145
16425.45503
19358.57199
20531.81878
17598.70181
14078.96145
9385.9743
10128.96266
9453.698486
9453.698486
9048.53998
9453.698486
10128.96266
17556.86862
21608.45368
18907.39697
16206.34026
14180.54773
14855.81191
16206.34026
16881.60444
13505.28355
13505.28355
14855.81191
16206.34026
18907.39697
22283.71786
23634.24622
20257.92533
16206.34026
10804.22684
10886.51326
10160.74571
10160.74571
9725.285181
10160.74571
10886.51326
18869.95632
23224.56163
20321.49142
17418.42122
15241.11857
15966.88612
17418.42122
18144.18877
14515.35102
14515.35102
15966.88612
17418.42122
20321.49142
23950.32918
25401.86428
21773.02652
17418.42122
11612.28081
8917.235712
8322.753331
8322.753331
7966.063903
8322.753331
8917.235712
15456.5419
19023.43619
16645.50666
14267.57714
12484.13
13078.61238
14267.57714
14862.05952
11889.64762
11889.64762
13078.61238
14267.57714
16645.50666
19617.91857
20806.88333
17834.47142
14267.57714
9511.718093
8584.39973
8012.106415
8012.106415
7668.730426
8012.106415
8584.39973
14879.6262
18313.38609
16024.21283
13735.03957
12018.15962
12590.45294
13735.03957
14307.33288
11445.86631
11445.86631
12590.45294
13735.03957
16024.21283
18885.67941
20030.26604
17168.79946
13735.03957
9156.693046
8991.641296
8392.198543
8392.198543
8032.532891
8392.198543
8991.641296
15585.51158
19182.1681
16784.39709
14386.62607
12588.29781
13187.74057
14386.62607
14986.06883
11988.85506
11988.85506
13187.74057
14386.62607
16784.39709
19781.61085
20980.49636
17983.28259
14386.62607
9591.084049
9266.596924
8648.823796
8648.823796
8278.159919
8648.823796
9266.596924
16062.10134
19768.74011
17297.64759
14826.55508
12973.23569
13591.00882
14826.55508
15444.32821
12355.46257
12355.46257
13591.00882
14826.55508
17297.64759
20386.51323
21622.05949
18533.19385
14826.55508
9884.370053
9395.687278
8769.308126
8769.308126
8393.480635
8769.308126
9395.687278
16285.85795
20044.13286
17538.61625
15033.09964
13153.96219
13780.34134
15033.09964
15659.4788
12527.58304
12527.58304
13780.34134
15033.09964
17538.61625
20670.51201
21923.27031
18791.37456
15033.09964
10022.06643
10019.75259
9351.76908
9351.76908
8950.978977
9351.76908
10019.75259
17367.57115
21375.47218
18703.53816
16031.60414
14027.65362
14695.63713
16031.60414
16699.58764
13359.67011
13359.67011
14695.63713
16031.60414
18703.53816
22043.45569
23379.4227
20039.50517
16031.60414
10687.73609
9707.721535
9060.540099
9060.540099
8672.231238
9060.540099
9707.721535
16826.71733
20709.80594
18121.0802
15532.35446
13590.81015
14237.99158
15532.35446
16179.53589
12943.62871
12943.62871
14237.99158
15532.35446
18121.0802
21356.98738
22651.35025
19415.44307
15532.35446
10354.90297
9243.137341
8626.928185
8626.928185
8257.202692
8626.928185
9243.137341
16021.43806
19718.693
17253.85637
14789.01975
12940.39228
13556.60143
14789.01975
15405.2289
12324.18312
12324.18312
13556.60143
14789.01975
17253.85637
20334.90215
21567.32046
18486.27468
14789.01975
9859.346498
8674.53943
8096.236801
8096.236801
7749.255224
8096.236801
8674.53943
15035.86835
18505.68412
16192.4736
13879.26309
12144.3552
12722.65783
13879.26309
14457.56572
11566.05257
11566.05257
12722.65783
13879.26309
16192.4736
19083.98675
20240.592
17349.07886
13879.26309
9252.842059
8482.651527
7917.141425
7917.141425
7577.835364
7917.141425
8482.651527
14703.26265
18096.32326
15834.28285
13572.24244
11875.71214
12441.22224
13572.24244
14137.75254
11310.20204
11310.20204
12441.22224
13572.24244
15834.28285
18661.83336
19792.85356
16965.30305
13572.24244
9048.161628
8506.928735
7939.800152
7939.800152
7599.523003
7939.800152
8506.928735
14745.34314
18148.11463
15879.6003
13611.08598
11909.70023
12476.82881
13611.08598
14178.21456
11342.57165
11342.57165
12476.82881
13611.08598
15879.6003
18715.24322
19849.50038
17013.85747
13611.08598
9074.057317
9047.786307
8444.600553
8444.600553
8082.689101
8444.600553
9047.786307
15682.8296
19301.94412
16889.20111
14476.45809
12666.90083
13270.08658
14476.45809
15079.64385
12063.71508
12063.71508
13270.08658
14476.45809
16889.20111
19905.12988
21111.50138
18095.57261
14476.45809
9650.972061
9888.008874
9228.808282
9228.808282
8833.287927
9228.808282
9888.008874
17139.21538
21094.41893
18457.61656
15820.8142
13843.21242
14502.41301
15820.8142
16480.01479
13184.01183
13184.01183
14502.41301
15820.8142
18457.61656
21753.61952
23072.02071
19776.01775
15820.8142
10547.20947
9983.0753
9317.536947
9317.536947
8918.213935
9317.536947
9983.0753
17303.99719
21297.22731
18635.07389
15972.92048
13976.30542
14641.84377
15972.92048
16638.45883
13310.76707
13310.76707
14641.84377
15972.92048
18635.07389
21962.76566
23293.84237
19966.1506
15972.92048
10648.61365
8444.76676
7881.78231
7881.78231
7543.991639
7881.78231
8444.76676
14637.59572
18015.50242
15763.56462
13511.62682
11822.67346
12385.65792
13511.62682
14074.61127
11259.68901
11259.68901
12385.65792
13511.62682
15763.56462
18578.48687
19704.45577
16889.53352
13511.62682
9007.751211
8497.196749
7930.716966
7930.716966
7590.829096
7930.716966
8497.196749
14728.47437
18127.35306
15861.43393
13595.5148
11896.07545
12462.55523
13595.5148
14161.99458
11329.59567
11329.59567
12462.55523
13595.5148
15861.43393
18693.83285
19826.79241
16994.3935
13595.5148
9063.676532
7022.086435
6553.947339
6553.947339
6273.063882
6553.947339
7022.086435
12171.61649
14980.45106
13107.89468
11235.3383
9830.921009
10299.0601
11235.3383
11703.47739
9362.781913
9362.781913
10299.0601
11235.3383
13107.89468
15448.59016
16384.86835
14044.17287
11235.3383
7490.225531
8171.268529
7626.517294
7626.517294
7299.666553
7626.517294
8171.268529
14163.53212
17432.03953
15253.03459
13074.02965
11439.77594
11984.52718
13074.02965
13618.78088
10895.02471
10895.02471
11984.52718
13074.02965
15253.03459
17976.79076
19066.29323
16342.53706
13074.02965
8716.019764
8998.293076
8398.406871
8398.406871
8038.475148
8398.406871
8998.293076
15597.04133
19196.35856
16796.81374
14397.26892
12597.61031
13197.49651
14397.26892
14997.15513
11997.7241
11997.7241
13197.49651
14397.26892
16796.81374
19796.24477
20996.01718
17996.58615
14397.26892
9598.179281
10001.88721
9335.09473
9335.09473
8935.019242
9335.09473
10001.88721
17336.6045
21337.35938
18670.18946
16003.01954
14002.6421
14669.43458
16003.01954
16669.81202
13335.84961
13335.84961
14669.43458
16003.01954
18670.18946
22004.15186
23337.73683
20003.77442
16003.01954
10668.67969
9510.263265
8876.245714
8876.245714
8495.835183
8876.245714
9510.263265
16484.45633
20288.56163
17752.49143
15216.42122
13314.36857
13948.38612
15216.42122
15850.43877
12680.35102
12680.35102
13948.38612
15216.42122
17752.49143
20922.57918
22190.61428
19020.52653
15216.42122
10144.28082
7771.891276
7253.765191
7253.765191
6942.88954
7253.765191
7771.891276
13471.27821
16580.03472
14507.53038
12435.02604
10880.64779
11398.77387
12435.02604
12953.15213
10362.5217
10362.5217
11398.77387
12435.02604
14507.53038
17098.16081
18134.41298
15543.78255
12435.02604
8290.017362
8274.517019
7722.882551
7722.882551
7391.90187
7722.882551
8274.517019
14342.49617
17652.30297
15445.7651
13239.22723
11584.32383
12135.95829
13239.22723
13790.8617
11032.68936
11032.68936
12135.95829
13239.22723
15445.7651
18203.93744
19307.20638
16549.03404
13239.22723
8826.151487
8242.630303
7693.121616
7693.121616
7363.416404
7693.121616
8242.630303
14287.22586
17584.27798
15386.24323
13188.20848
11539.68242
12089.19111
13188.20848
13737.71717
10990.17374
10990.17374
12089.19111
13188.20848
15386.24323
18133.78667
19232.80404
16485.26061
13188.20848
8792.13899
8367.807072
7809.953267
7809.953267
7475.240984
7809.953267
8367.807072
14504.19892
17851.32175
15619.90653
13388.49131
11714.9299
12272.78371
13388.49131
13946.34512
11157.0761
11157.0761
12272.78371
13388.49131
15619.90653
18409.17556
19524.88317
16735.61414
13388.49131
8925.660877
8496.512678
7930.078499
7930.078499
7590.217992
7930.078499
8496.512678
14727.28864
18125.89371
15860.157
13594.42028
11895.11775
12461.55193
13594.42028
14160.85446
11328.68357
11328.68357
12461.55193
13594.42028
15860.157
18692.32789
19825.19625
16993.02536
13594.42028
9062.946857
8988.108754
8388.901504
8388.901504
8029.377154
8388.901504
8988.108754
15579.38851
19174.63201
16777.80301
14380.97401
12583.35226
13182.55951
14380.97401
14980.18126
11984.14501
11984.14501
13182.55951
14380.97401
16777.80301
19773.83926
20972.25376
17976.21751
14380.97401
9587.316004
8810.078693
8222.740113
8222.740113
7870.336966
8222.740113
8810.078693
15270.80307
18794.83455
16445.48023
14096.12591
12334.11017
12921.44875
14096.12591
14683.46449
11746.77159
11746.77159
12921.44875
14096.12591
16445.48023
19382.17312
20556.85028
17620.15739
14096.12591
9397.417273
8573.084997
8001.545997
8001.545997
7658.622598
8001.545997
8573.084997
14860.014
18289.24799
16003.09199
13716.936
12002.319
12573.858
13716.936
14288.475
11430.78
11430.78
12573.858
13716.936
16003.09199
18860.78699
20003.86499
17146.16999
13716.936
9144.623997
7049.567347
6579.596191
6579.596191
6297.613497
6579.596191
7049.567347
12219.25007
15039.07701
13159.19238
11279.30776
9869.394286
10339.36544
11279.30776
11749.27891
9399.423129
9399.423129
10339.36544
11279.30776
13159.19238
15509.04816
16448.99048
14099.13469
11279.30776
7519.538504
6843.069049
6386.864446
6386.864446
6113.141684
6386.864446
6843.069049
11861.31968
14598.5473
12773.72889
10948.91048
9580.296669
10036.50127
10948.91048
11405.11508
9124.092065
9124.092065
10036.50127
10948.91048
12773.72889
15054.75191
15967.16111
13686.1381
10948.91048
7299.273652
7564.071427
7059.799998
7059.799998
6757.237141
7059.799998
7564.071427
13111.05714
16136.68571
14119.6
12102.51428
10589.7
11093.97143
12102.51428
12606.78571
10085.42857
10085.42857
11093.97143
12102.51428
14119.6
16640.95714
17649.5
15128.14285
12102.51428
8068.342855
7860.836524
7336.780756
7336.780756
7022.347295
7336.780756
7860.836524
13625.44997
16769.78458
14673.56151
12577.33844
11005.17113
11529.2269
12577.33844
13101.39421
10481.11537
10481.11537
11529.2269
12577.33844
14673.56151
17293.84035
18341.95189
15721.67305
12577.33844
8384.892292
8931.099085
8335.692479
8335.692479
7978.448516
8335.692479
8931.099085
15480.57175
19053.01138
16671.38496
14289.75854
12503.53872
13098.94532
14289.75854
14885.16514
11908.13211
11908.13211
13098.94532
14289.75854
16671.38496
19648.41799
20839.2312
17862.19817
14289.75854
9526.505691
8815.778268
8228.059716
8228.059716
7875.428586
8228.059716
8815.778268
15280.68233
18806.99364
16456.11943
14105.24523
12342.08957
12929.80813
14105.24523
14692.96378
11754.37102
11754.37102
12929.80813
14105.24523
16456.11943
19394.71219
20570.14929
17631.55654
14105.24523
9403.496819
8536.001713
7966.934932
7966.934932
7625.494864
7966.934932
8536.001713
14795.7363
18210.13699
15933.86986
13657.60274
11950.4024
12519.46918
13657.60274
14226.66952
11381.33562
11381.33562
12519.46918
13657.60274
15933.86986
18779.20377
19917.33733
17072.00343
13657.60274
9105.068494
7085.142194
6612.799381
6612.799381
6329.393693
6612.799381
7085.142194
12280.91314
15114.97001
13225.59876
11336.22751
9919.199072
10391.54188
11336.22751
11808.57032
9446.856259
9446.856259
10391.54188
11336.22751
13225.59876
15587.31283
16531.99845
14170.28439
11336.22751
7557.485007
6739.400284
6290.106931
6290.106931
6020.53092
6290.106931
6739.400284
11681.62716
14377.38727
12580.21386
10783.04045
9435.160397
9884.453749
10783.04045
11232.33381
8985.867045
8985.867045
9884.453749
10783.04045
12580.21386
14826.68062
15725.26733
13478.80057
10783.04045
7188.693636
5795.913598
5409.519359
5409.519359
5177.682815
5409.519359
5795.913598
10046.25024
12364.61568
10819.03872
9273.461758
8114.279038
8500.673278
9273.461758
9659.855997
7727.884798
7727.884798
8500.673278
9273.461758
10819.03872
12751.00992
13523.7984
11591.8272
9273.461758
6182.307838
6895.223109
6435.541568
6435.541568
6159.732644
6435.541568
6895.223109
