wind_capex,wind_fixed_opex,wind_marginal,solar_capex,solar_fixed_opex,solar_marginal,H2_storage_capex,H2_storage_marginal,H2_storage_fixed_opex,NG_marginal_cost,electrolysis_efficiency,electrolysis_capex,electrolysis_fixed_opex,electrolysis_variable_opex,MHA
0,0,53,0,0,31.8,11300,0,225,0,0.64,550000,13750,1.33,0.1
