wind_capex,wind_fixed_opex,wind_marginal,solar_capex,solar_fixed_opex,solar_marginal,H2_storage_capex,H2_storage_marginal,H2_storage_fixed_opex,NG_marginal_cost,electrolysis_efficiency,electrolysis_capex,electrolysis_fixed_opex,electrolysis_variable_opex
0,0,47.7,0,0,28.62,20250,0,202.5,0,0.7,495000,12375,1.33
