wind_capex,wind_fixed_opex,wind_marginal,solar_capex,solar_fixed_opex,solar_marginal,H2_storage_capex,H2_storage_marginal,H2_storage_fixed_opex,NG_marginal_cost,electrolysis_efficiency,electrolysis_capex,electrolysis_fixed_opex,electrolysis_variable_opex,MHA,sensitivity_analysis_scenario
883200,20550,0,544000,11437.5,0,11600,0,232,0,0.85,600600,12012,1.33,0.5,LE3
